"","YEAR","AGE","income_bound","EDUC","female","religious","married","widowed","divorced","separated","have_children","white","happy","ft_employed","pt_employed","unemployed","retired","in_education","home_maker","work_status_other","c_age"
"8747",1996,66,9,7,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,19.6538857163126
"8748",1996,21,13,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-25.3461142836874
"8749",1996,48,13,11,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"8750",1996,59,20,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,12.6538857163126
"8751",1996,36,17,15,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-10.3461142836874
"8752",1996,43,5,12,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-3.34611428368744
"8753",1996,31,11,12,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-15.3461142836874
"8754",1996,26,18,14,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-20.3461142836874
"8755",1996,29,14,12,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-17.3461142836874
"8756",1996,47,15,12,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.653885716312558
"8757",1996,38,18,18,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-8.34611428368744
"8759",1996,34,13,12,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"8760",1996,40,14,12,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-6.34611428368744
"8761",1996,44,18,14,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-2.34611428368744
"8762",1996,59,19,16,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,12.6538857163126
"8763",1996,49,17,12,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2.65388571631256
"8764",1996,31,17,12,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-15.3461142836874
"8765",1996,32,21,13,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-14.3461142836874
"8766",1996,33,19,8,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-13.3461142836874
"8767",1996,25,16,12,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"8768",1996,68,8,4,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,21.6538857163126
"8769",1996,59,12,12,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,12.6538857163126
"8770",1996,34,18,9,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"8771",1996,29,15,11,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-17.3461142836874
"8772",1996,28,13,8,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-18.3461142836874
"8773",1996,65,17,8,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,18.6538857163126
"8774",1996,58,6,8,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,11.6538857163126
"8775",1996,20,14,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-26.3461142836874
"8777",1996,70,4,8,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,23.6538857163126
"8778",1996,23,18,12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-23.3461142836874
"8779",1996,63,11,9,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,16.6538857163126
"8780",1996,30,9,14,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"8781",1996,26,10,16,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-20.3461142836874
"8782",1996,39,21,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-7.34611428368744
"8783",1996,76,15,10,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,29.6538857163126
"8784",1996,84,1,7,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,37.6538857163126
"8785",1996,38,21,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-8.34611428368744
"8786",1996,74,15,15,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,27.6538857163126
"8787",1996,52,20,20,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"8788",1996,37,20,17,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-9.34611428368744
"8789",1996,39,20,19,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-7.34611428368744
"8790",1996,27,14,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-19.3461142836874
"8791",1996,51,20,18,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,4.65388571631256
"8792",1996,56,18,13,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,9.65388571631256
"8794",1996,51,8,12,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,4.65388571631256
"8795",1996,74,7,14,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,27.6538857163126
"8796",1996,64,10,8,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,17.6538857163126
"8797",1996,41,16,12,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-5.34611428368744
"8798",1996,53,18,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"8799",1996,46,18,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-0.346114283687442
"8801",1996,84,10,10,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,37.6538857163126
"8802",1996,69,11,14,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,22.6538857163126
"8803",1996,73,11,6,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,26.6538857163126
"8805",1996,71,5,10,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,24.6538857163126
"8806",1996,65,8,11,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,18.6538857163126
"8807",1996,24,2,8,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-22.3461142836874
"8808",1996,34,9,13,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-12.3461142836874
"8810",1996,37,14,10,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-9.34611428368744
"8811",1996,73,1,8,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,26.6538857163126
"8812",1996,26,1,9,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,-20.3461142836874
"8813",1996,29,9,11,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,-17.3461142836874
"8814",1996,39,9,14,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,-7.34611428368744
"8815",1996,56,20,15,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,9.65388571631256
"8816",1996,66,10,12,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,19.6538857163126
"8817",1996,44,8,11,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-2.34611428368744
"8818",1996,48,11,9,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"8819",1996,32,13,13,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-14.3461142836874
"8820",1996,68,15,17,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,21.6538857163126
"8821",1996,21,9,12,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-25.3461142836874
"8822",1996,34,18,11,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"8823",1996,62,14,11,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,15.6538857163126
"8824",1996,27,10,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-19.3461142836874
"8826",1996,54,12,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,7.65388571631256
"8827",1996,46,18,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-0.346114283687442
"8828",1996,19,12,11,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-27.3461142836874
"8829",1996,48,20,14,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"8830",1996,38,20,12,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,-8.34611428368744
"8831",1996,40,19,18,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"8832",1996,61,20,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,14.6538857163126
"8833",1996,74,14,11,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,27.6538857163126
"8834",1996,39,20,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"8835",1996,35,20,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-11.3461142836874
"8836",1996,25,20,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-21.3461142836874
"8837",1996,54,21,8,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,7.65388571631256
"8838",1996,34,18,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-12.3461142836874
"8839",1996,59,21,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,12.6538857163126
"8840",1996,63,4,12,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,16.6538857163126
"8841",1996,52,11,11,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,5.65388571631256
"8842",1996,38,19,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-8.34611428368744
"8844",1996,26,15,16,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-20.3461142836874
"8845",1996,33,16,12,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-13.3461142836874
"8846",1996,36,21,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"8847",1996,65,16,8,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,18.6538857163126
"8848",1996,39,19,12,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-7.34611428368744
"8849",1996,70,16,10,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,23.6538857163126
"8850",1996,25,14,10,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-21.3461142836874
"8852",1996,49,16,13,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2.65388571631256
"8853",1996,39,17,14,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-7.34611428368744
"8854",1996,39,19,17,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"8855",1996,49,18,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2.65388571631256
"8856",1996,51,19,13,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,4.65388571631256
"8857",1996,22,3,12,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-24.3461142836874
"8859",1996,23,13,13,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-23.3461142836874
"8860",1996,37,6,11,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,-9.34611428368744
"8862",1996,40,16,12,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"8863",1996,38,11,9,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,-8.34611428368744
"8864",1996,60,18,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,13.6538857163126
"8866",1996,30,17,13,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"8868",1996,54,13,15,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,7.65388571631256
"8869",1996,67,9,12,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,20.6538857163126
"8870",1996,26,11,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-20.3461142836874
"8871",1996,40,16,18,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"8872",1996,30,13,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"8873",1996,37,20,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-9.34611428368744
"8874",1996,40,19,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"8875",1996,34,17,12,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,-12.3461142836874
"8878",1996,60,13,9,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,13.6538857163126
"8879",1996,75,19,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,28.6538857163126
"8881",1996,46,16,13,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-0.346114283687442
"8882",1996,25,10,12,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,-21.3461142836874
"8883",1996,58,16,12,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,11.6538857163126
"8884",1996,25,18,15,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"8885",1996,34,20,17,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"8886",1996,23,13,13,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-23.3461142836874
"8887",1996,34,21,12,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-12.3461142836874
"8888",1996,64,21,16,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,17.6538857163126
"8889",1996,51,21,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,4.65388571631256
"8891",1996,36,18,16,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-10.3461142836874
"8892",1996,54,18,12,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,7.65388571631256
"8893",1996,34,19,13,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,-12.3461142836874
"8894",1996,50,15,12,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3.65388571631256
"8899",1996,50,17,12,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,3.65388571631256
"8901",1996,41,16,12,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-5.34611428368744
"8902",1996,58,9,12,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,11.6538857163126
"8903",1996,53,11,13,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,6.65388571631256
"8904",1996,22,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-24.3461142836874
"8905",1996,30,18,16,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,-16.3461142836874
"8906",1996,29,8,19,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-17.3461142836874
"8907",1996,22,10,12,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-24.3461142836874
"8909",1996,19,13,12,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-27.3461142836874
"8910",1996,47,16,12,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.653885716312558
"8911",1996,25,2,15,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-21.3461142836874
"8912",1996,36,16,14,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,-10.3461142836874
"8913",1996,52,17,16,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"8914",1996,29,12,12,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-17.3461142836874
"8915",1996,21,5,12,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-25.3461142836874
"8916",1996,27,16,11,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-19.3461142836874
"8917",1996,32,10,13,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-14.3461142836874
"8918",1996,24,9,17,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-22.3461142836874
"8919",1996,43,21,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-3.34611428368744
"8920",1996,43,16,16,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-3.34611428368744
"8921",1996,19,15,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-27.3461142836874
"8922",1996,44,18,16,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-2.34611428368744
"8923",1996,25,16,12,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-21.3461142836874
"8924",1996,21,17,12,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-25.3461142836874
"8925",1996,18,9,11,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-28.3461142836874
"8926",1996,49,16,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2.65388571631256
"8927",1996,24,9,14,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-22.3461142836874
"8928",1996,18,15,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-28.3461142836874
"8929",1996,38,16,16,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-8.34611428368744
"8930",1996,59,21,14,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,12.6538857163126
"8931",1996,70,10,13,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,23.6538857163126
"8932",1996,33,12,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-13.3461142836874
"8933",1996,41,18,13,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-5.34611428368744
"8934",1996,30,17,17,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-16.3461142836874
"8935",1996,48,13,15,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.65388571631256
"8936",1996,37,14,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-9.34611428368744
"8937",1996,37,20,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-9.34611428368744
"8938",1996,48,21,15,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"8939",1996,26,15,17,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-20.3461142836874
"8941",1996,42,16,17,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-4.34611428368744
"8942",1996,69,14,15,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,22.6538857163126
"8944",1996,45,18,20,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-1.34611428368744
"8945",1996,28,10,17,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-18.3461142836874
"8946",1996,34,17,14,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-12.3461142836874
"8948",1996,40,16,14,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"8949",1996,48,19,16,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"8951",1996,42,9,12,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-4.34611428368744
"8952",1996,44,7,12,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,-2.34611428368744
"8953",1996,41,17,14,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-5.34611428368744
"8954",1996,19,19,11,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-27.3461142836874
"8955",1996,42,14,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-4.34611428368744
"8956",1996,55,17,9,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,8.65388571631256
"8957",1996,39,15,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"8958",1996,38,11,12,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,-8.34611428368744
"8959",1996,42,14,14,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-4.34611428368744
"8960",1996,36,11,12,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"8961",1996,31,20,12,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-15.3461142836874
"8962",1996,38,18,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-8.34611428368744
"8963",1996,59,16,15,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,12.6538857163126
"8964",1996,77,6,12,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,30.6538857163126
"8965",1996,77,10,12,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,30.6538857163126
"8967",1996,78,18,8,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,31.6538857163126
"8968",1996,28,15,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-18.3461142836874
"8969",1996,74,21,12,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,27.6538857163126
"8970",1996,39,9,11,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"8971",1996,53,9,8,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,6.65388571631256
"8972",1996,56,19,15,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,9.65388571631256
"8973",1996,89,10,8,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,42.6538857163126
"8974",1996,39,21,14,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-7.34611428368744
"8975",1996,67,12,9,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,20.6538857163126
"8976",1996,60,18,12,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,13.6538857163126
"8977",1996,37,12,15,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-9.34611428368744
"8979",1996,50,13,16,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3.65388571631256
"8980",1996,66,13,12,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,19.6538857163126
"8981",1996,28,14,13,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-18.3461142836874
"8982",1996,75,13,11,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,28.6538857163126
"8983",1996,75,14,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,28.6538857163126
"8984",1996,76,10,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,29.6538857163126
"8985",1996,48,18,17,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"8986",1996,70,9,12,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,23.6538857163126
"8987",1996,46,18,15,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-0.346114283687442
"8988",1996,38,20,19,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-8.34611428368744
"8989",1996,56,11,13,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,9.65388571631256
"8991",1996,47,16,18,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.653885716312558
"8992",1996,36,11,13,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"8993",1996,74,11,10,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,27.6538857163126
"8994",1996,49,20,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2.65388571631256
"8995",1996,38,10,12,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-8.34611428368744
"8996",1996,32,13,13,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-14.3461142836874
"8997",1996,30,15,14,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-16.3461142836874
"8998",1996,29,15,16,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-17.3461142836874
"8999",1996,47,21,12,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.653885716312558
"9000",1996,31,16,14,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-15.3461142836874
"9001",1996,25,10,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"9002",1996,52,10,12,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,5.65388571631256
"9003",1996,30,15,13,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"9004",1996,24,16,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-22.3461142836874
"9005",1996,40,19,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"9006",1996,62,20,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,15.6538857163126
"9007",1996,24,18,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-22.3461142836874
"9008",1996,29,18,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-17.3461142836874
"9009",1996,43,21,14,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-3.34611428368744
"9010",1996,29,15,13,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-17.3461142836874
"9011",1996,62,16,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,15.6538857163126
"9012",1996,35,8,16,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-11.3461142836874
"9013",1996,29,15,14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-17.3461142836874
"9014",1996,31,18,11,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-15.3461142836874
"9015",1996,37,4,11,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-9.34611428368744
"9016",1996,42,18,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-4.34611428368744
"9017",1996,40,10,12,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"9018",1996,36,16,9,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-10.3461142836874
"9019",1996,33,16,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-13.3461142836874
"9020",1998,60,18,12,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,13.6538857163126
"9021",1998,27,11,17,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-19.3461142836874
"9022",1998,36,21,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"9023",1998,21,11,13,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-25.3461142836874
"9024",1998,35,18,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-11.3461142836874
"9025",1998,33,14,16,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-13.3461142836874
"9026",1998,43,18,12,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-3.34611428368744
"9027",1998,29,21,13,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-17.3461142836874
"9029",1998,45,20,15,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-1.34611428368744
"9030",1998,29,19,12,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-17.3461142836874
"9031",1998,41,21,15,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-5.34611428368744
"9032",1998,32,15,14,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,-14.3461142836874
"9033",1998,48,21,20,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"9034",1998,20,20,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-26.3461142836874
"9035",1998,43,13,16,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-3.34611428368744
"9036",1998,27,9,11,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-19.3461142836874
