"","YEAR","AGE","income_bound","EDUC","female","religious","married","widowed","divorced","separated","have_children","white","happy","ft_employed","pt_employed","unemployed","retired","in_education","home_maker","work_status_other","c_age"
"18011",2004,32,1,11,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-14.3461142836874
"18016",2004,62,10,14,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,15.6538857163126
"18017",2004,30,18,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"18018",2004,59,20,18,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12.6538857163126
"18019",2004,23,19,14,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-23.3461142836874
"18021",2004,38,16,6,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,-8.34611428368744
"18024",2004,33,9,12,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-13.3461142836874
"18025",2004,40,20,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"18027",2004,34,21,18,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-12.3461142836874
"18029",2004,28,21,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-18.3461142836874
"18030",2004,48,16,14,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.65388571631256
"18033",2004,41,3,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-5.34611428368744
"18034",2004,37,18,15,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,-9.34611428368744
"18035",2004,28,17,13,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-18.3461142836874
"18038",2004,64,9,18,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,17.6538857163126
"18039",2004,32,18,15,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-14.3461142836874
"18040",2004,40,21,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"18042",2004,28,18,16,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-18.3461142836874
"18045",2004,28,21,19,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-18.3461142836874
"18046",2004,50,21,20,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3.65388571631256
"18047",2004,39,11,18,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-7.34611428368744
"18049",2004,40,15,11,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-6.34611428368744
"18052",2004,29,18,13,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-17.3461142836874
"18053",2004,45,21,16,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,-1.34611428368744
"18054",2004,66,3,13,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,19.6538857163126
"18055",2004,43,19,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-3.34611428368744
"18056",2004,36,16,13,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-10.3461142836874
"18058",2004,41,11,12,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-5.34611428368744
"18059",2004,51,16,12,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4.65388571631256
"18061",2004,46,21,17,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-0.346114283687442
"18065",2004,46,20,12,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-0.346114283687442
"18066",2004,25,20,16,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,-21.3461142836874
"18067",2004,59,16,15,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,12.6538857163126
"18073",2004,52,21,16,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,5.65388571631256
"18074",2004,34,21,19,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-12.3461142836874
"18077",2004,39,14,9,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-7.34611428368744
"18080",2004,26,19,12,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,-20.3461142836874
"18083",2004,47,20,14,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.653885716312558
"18085",2004,41,6,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-5.34611428368744
"18090",2004,22,4,15,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-24.3461142836874
"18094",2004,31,17,14,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-15.3461142836874
"18096",2004,20,15,12,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-26.3461142836874
"18101",2004,53,21,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"18103",2004,47,21,13,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.653885716312558
"18104",2004,25,21,12,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-21.3461142836874
"18106",2004,39,17,14,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-7.34611428368744
"18107",2004,39,21,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"18108",2004,44,19,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-2.34611428368744
"18110",2004,32,18,17,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-14.3461142836874
"18113",2004,41,21,17,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-5.34611428368744
"18114",2004,54,21,18,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,7.65388571631256
"18118",2004,85,7,11,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,38.6538857163126
"18122",2004,63,21,18,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,16.6538857163126
"18128",2004,30,17,16,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-16.3461142836874
"18129",2004,24,12,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-22.3461142836874
"18130",2004,30,13,12,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-16.3461142836874
"18135",2004,54,17,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7.65388571631256
"18136",2004,53,13,12,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6.65388571631256
"18137",2004,32,20,14,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-14.3461142836874
"18140",2004,49,17,16,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2.65388571631256
"18144",2004,25,18,13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-21.3461142836874
"18149",2004,53,18,16,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,6.65388571631256
"18153",2004,29,19,13,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-17.3461142836874
"18154",2004,66,18,14,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,19.6538857163126
"18158",2004,85,21,16,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,38.6538857163126
"18160",2004,58,21,20,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,11.6538857163126
"18164",2004,34,21,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-12.3461142836874
"18165",2004,36,19,15,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-10.3461142836874
"18169",2004,29,14,12,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-17.3461142836874
"18170",2004,22,20,14,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-24.3461142836874
"18171",2004,20,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-26.3461142836874
"18172",2004,20,9,13,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-26.3461142836874
"18173",2004,42,15,11,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-4.34611428368744
"18174",2004,55,10,14,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,8.65388571631256
"18176",2004,35,17,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-11.3461142836874
"18178",2004,58,21,15,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,11.6538857163126
"18180",2004,46,21,18,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-0.346114283687442
"18182",2004,89,13,14,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,42.6538857163126
"18183",2004,70,15,12,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,23.6538857163126
"18185",2004,35,17,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-11.3461142836874
"18186",2004,63,19,14,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,16.6538857163126
"18187",2004,21,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-25.3461142836874
"18190",2004,67,18,14,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,20.6538857163126
"18193",2004,52,18,15,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"18194",2004,60,15,16,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,13.6538857163126
"18198",2004,45,21,14,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-1.34611428368744
"18199",2004,57,14,12,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,10.6538857163126
"18204",2004,44,18,16,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2.34611428368744
"18205",2004,31,20,16,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-15.3461142836874
"18207",2004,42,21,18,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,-4.34611428368744
"18208",2004,60,21,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,13.6538857163126
"18209",2004,43,21,18,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-3.34611428368744
"18211",2004,33,21,20,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-13.3461142836874
"18212",2004,44,18,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-2.34611428368744
"18215",2004,27,18,18,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-19.3461142836874
"18218",2004,34,19,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"18219",2004,34,21,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"18220",2004,41,16,12,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-5.34611428368744
"18224",2004,29,19,14,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-17.3461142836874
"18225",2004,45,21,17,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-1.34611428368744
"18226",2004,52,21,20,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"18229",2004,81,14,8,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,34.6538857163126
"18235",2004,65,18,19,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,18.6538857163126
"18237",2004,60,13,12,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,13.6538857163126
"18239",2004,28,13,9,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-18.3461142836874
"18240",2004,44,15,10,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-2.34611428368744
"18242",2004,34,20,12,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,-12.3461142836874
"18243",2004,61,18,8,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,14.6538857163126
"18245",2004,43,15,13,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,-3.34611428368744
"18248",2004,31,18,18,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-15.3461142836874
"18250",2004,26,18,16,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,-20.3461142836874
"18251",2004,24,16,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-22.3461142836874
"18252",2004,39,11,12,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-7.34611428368744
"18255",2004,29,19,12,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-17.3461142836874
"18256",2004,39,8,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-7.34611428368744
"18258",2004,25,15,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"18259",2004,59,19,12,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,12.6538857163126
"18260",2004,41,16,11,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,-5.34611428368744
"18263",2004,22,19,13,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-24.3461142836874
"18265",2004,55,13,12,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.65388571631256
"18267",2004,63,15,13,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,16.6538857163126
"18270",2004,25,17,13,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-21.3461142836874
"18271",2004,34,13,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-12.3461142836874
"18272",2004,58,20,16,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,11.6538857163126
"18273",2004,56,21,20,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,9.65388571631256
"18278",2004,63,21,12,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,16.6538857163126
"18284",2004,87,14,10,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,40.6538857163126
"18285",2004,59,17,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,12.6538857163126
"18300",2004,21,13,14,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,-25.3461142836874
"18313",2004,30,6,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-16.3461142836874
"18315",2004,56,10,16,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.65388571631256
"18316",2004,40,17,13,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-6.34611428368744
"18319",2004,61,6,4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,14.6538857163126
"18321",2004,42,21,13,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,-4.34611428368744
"18323",2004,58,21,17,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,11.6538857163126
"18327",2004,61,6,12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14.6538857163126
"18334",2004,57,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10.6538857163126
"18336",2004,65,17,14,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,18.6538857163126
"18337",2004,57,9,14,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,10.6538857163126
"18340",2004,44,21,16,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-2.34611428368744
"18341",2004,36,18,14,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-10.3461142836874
"18342",2004,54,15,14,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,7.65388571631256
"18344",2004,57,20,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,10.6538857163126
"18346",2004,21,21,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-25.3461142836874
"18349",2004,45,21,19,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-1.34611428368744
"18350",2004,47,21,19,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.653885716312558
"18351",2004,63,21,20,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,16.6538857163126
"18355",2004,51,21,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,4.65388571631256
"18356",2004,40,17,14,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-6.34611428368744
"18359",2004,20,21,13,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-26.3461142836874
"18362",2004,44,18,12,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2.34611428368744
"18363",2004,37,21,16,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,-9.34611428368744
"18364",2004,40,21,20,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,-6.34611428368744
"18368",2004,31,19,15,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-15.3461142836874
"18370",2004,35,18,12,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-11.3461142836874
"18371",2004,24,10,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,-22.3461142836874
"18373",2004,55,19,12,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,8.65388571631256
"18379",2004,35,1,14,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-11.3461142836874
"18381",2004,28,17,13,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-18.3461142836874
"18382",2004,50,1,13,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,3.65388571631256
"18386",2004,56,21,15,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,9.65388571631256
"18389",2004,43,18,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-3.34611428368744
"18392",2004,25,13,14,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"18393",2004,40,21,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"18395",2004,34,11,11,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-12.3461142836874
"18396",2004,26,13,14,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-20.3461142836874
"18397",2004,55,11,11,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,8.65388571631256
"18402",2004,34,18,12,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,-12.3461142836874
"18404",2004,37,20,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-9.34611428368744
"18405",2004,40,13,12,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,-6.34611428368744
"18406",2004,48,21,16,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"18410",2004,52,18,13,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"18412",2004,51,21,14,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4.65388571631256
"18413",2004,39,21,17,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-7.34611428368744
"18417",2004,47,16,20,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.653885716312558
"18422",2004,74,21,20,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,27.6538857163126
"18423",2004,66,21,15,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,19.6538857163126
"18424",2004,35,19,17,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-11.3461142836874
"18425",2004,45,21,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-1.34611428368744
"18426",2004,47,21,12,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.653885716312558
"18429",2004,47,11,11,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.653885716312558
"18435",2004,19,17,13,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-27.3461142836874
"18436",2004,29,18,20,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-17.3461142836874
"18437",2004,49,20,16,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2.65388571631256
"18444",2004,33,18,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-13.3461142836874
"18447",2004,88,9,12,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,41.6538857163126
"18449",2004,37,15,12,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-9.34611428368744
"18452",2004,25,21,16,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"18453",2004,39,21,14,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-7.34611428368744
"18454",2004,44,18,15,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,-2.34611428368744
"18455",2004,35,18,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-11.3461142836874
"18458",2004,36,15,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"18461",2004,48,9,12,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1.65388571631256
"18462",2004,56,14,12,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,9.65388571631256
"18463",2004,34,17,18,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-12.3461142836874
"18465",2004,25,20,12,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"18466",2004,64,16,13,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,17.6538857163126
"18471",2004,52,21,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5.65388571631256
"18473",2004,48,18,15,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1.65388571631256
"18477",2004,27,13,20,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-19.3461142836874
"18478",2004,33,16,20,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-13.3461142836874
"18479",2004,68,7,9,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,21.6538857163126
"18480",2004,21,4,15,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-25.3461142836874
"18481",2004,20,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-26.3461142836874
"18484",2004,27,9,17,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-19.3461142836874
"18485",2004,72,15,13,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,25.6538857163126
"18486",2004,34,18,18,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"18489",2004,69,16,12,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,22.6538857163126
"18491",2004,59,15,12,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,12.6538857163126
"18492",2004,82,13,18,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,35.6538857163126
"18493",2004,60,17,12,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,13.6538857163126
"18495",2004,81,14,18,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,34.6538857163126
"18497",2004,39,19,15,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-7.34611428368744
"18502",2004,51,18,14,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,4.65388571631256
"18504",2004,24,16,14,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-22.3461142836874
"18507",2004,50,21,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3.65388571631256
"18508",2004,35,20,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-11.3461142836874
"18509",2004,53,13,12,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"18511",2004,41,19,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-5.34611428368744
"18512",2004,33,20,14,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-13.3461142836874
"18515",2004,50,21,18,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3.65388571631256
"18516",2004,32,12,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-14.3461142836874
"18518",2004,23,19,14,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-23.3461142836874
"18519",2004,39,15,12,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,-7.34611428368744
"18521",2004,49,21,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2.65388571631256
"18522",2004,42,18,12,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-4.34611428368744
"18523",2004,41,19,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-5.34611428368744
"18527",2004,25,21,18,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"18529",2004,31,16,14,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-15.3461142836874
"18530",2004,75,9,11,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,28.6538857163126
"18532",2004,27,14,14,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-19.3461142836874
"18534",2004,36,21,15,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-10.3461142836874
"18535",2004,39,21,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"18537",2004,82,20,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,35.6538857163126
"18539",2004,47,20,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.653885716312558
"18545",2004,32,17,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-14.3461142836874
"18551",2004,34,19,12,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,-12.3461142836874
"18557",2004,36,20,13,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-10.3461142836874
"18558",2004,74,15,16,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,27.6538857163126
"18559",2004,41,19,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-5.34611428368744
"18560",2004,46,13,11,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,-0.346114283687442
"18561",2004,60,16,14,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,13.6538857163126
"18565",2004,78,12,12,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,31.6538857163126
"18566",2004,42,20,18,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-4.34611428368744
"18568",2004,49,21,15,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,2.65388571631256
"18571",2004,79,14,11,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,32.6538857163126
"18572",2004,85,15,8,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,38.6538857163126
"18573",2004,37,19,15,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-9.34611428368744
"18578",2004,43,9,13,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-3.34611428368744
"18587",2004,52,17,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"18589",2004,43,15,12,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-3.34611428368744
"18590",2004,38,21,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-8.34611428368744
"18591",2004,18,14,13,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-28.3461142836874
"18592",2004,36,16,14,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"18594",2004,56,10,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,9.65388571631256
"18596",2004,38,17,13,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-8.34611428368744
"18597",2004,18,4,11,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-28.3461142836874
"18599",2004,26,14,14,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,-20.3461142836874
"18601",2004,29,17,13,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,-17.3461142836874
